2019-12-30 15:44:06 INFO     Arguments:
2019-12-30 15:44:06 INFO     	dataset = coco2017
2019-12-30 15:44:06 INFO     	backbone = resnet50
2019-12-30 15:44:06 INFO     	data_dir = ./data
2019-12-30 15:44:06 INFO     	outputs_dir = ./outputs
2019-12-30 15:44:06 INFO     	resume_checkpoint = None
2019-12-30 15:44:06 INFO     	image_min_side = 800.0
2019-12-30 15:44:06 INFO     	image_max_side = 1333.0
2019-12-30 15:44:06 INFO     	anchor_ratios = None
2019-12-30 15:44:06 INFO     	anchor_sizes = [64, 128, 256, 512]
2019-12-30 15:44:06 INFO     	pooler_mode = None
2019-12-30 15:44:06 INFO     	rpn_pre_nms_top_n = None
2019-12-30 15:44:06 INFO     	rpn_post_nms_top_n = None
2019-12-30 15:44:06 INFO     	anchor_smooth_l1_loss_beta = 0.1111
2019-12-30 15:44:06 INFO     	proposal_smooth_l1_loss_beta = None
2019-12-30 15:44:06 INFO     	batch_size = 4
2019-12-30 15:44:06 INFO     	learning_rate = 0.005
2019-12-30 15:44:06 INFO     	momentum = None
2019-12-30 15:44:06 INFO     	weight_decay = 0.0001
2019-12-30 15:44:06 INFO     	step_lr_sizes = [24000, 32000]
2019-12-30 15:44:06 INFO     	step_lr_gamma = None
2019-12-30 15:44:06 INFO     	warm_up_factor = None
2019-12-30 15:44:06 INFO     	warm_up_num_iters = None
2019-12-30 15:44:06 INFO     	num_steps_to_display = None
2019-12-30 15:44:06 INFO     	num_steps_to_snapshot = 8000
2019-12-30 15:44:06 INFO     	num_steps_to_finish = 36000
2019-12-30 15:44:06 INFO     
Config:
	ANCHOR_RATIOS = [(1, 2), (1, 1), (2, 1)]
	ANCHOR_SIZES = [64, 128, 256, 512]
	ANCHOR_SMOOTH_L1_LOSS_BETA = 0.1111
	BATCH_SIZE = 4
	IMAGE_MAX_SIDE = 1333.0
	IMAGE_MIN_SIDE = 800.0
	LEARNING_RATE = 0.005
	MOMENTUM = 0.9
	NUM_STEPS_TO_DISPLAY = 20
	NUM_STEPS_TO_FINISH = 36000
	NUM_STEPS_TO_SNAPSHOT = 8000
	POOLER_MODE = Mode.ALIGN
	PROPOSAL_SMOOTH_L1_LOSS_BETA = 1.0
	RPN_POST_NMS_TOP_N = 2000
	RPN_PRE_NMS_TOP_N = 12000
	STEP_LR_GAMMA = 0.1
	STEP_LR_SIZES = [24000, 32000]
	WARM_UP_FACTOR = 0.3333
	WARM_UP_NUM_ITERS = 500
	WEIGHT_DECAY = 0.0001

2019-12-30 15:44:08 INFO     Found 28158 samples
2019-12-30 15:44:14 INFO     Start training with 1 GPUs (4 batches per GPU)
2019-12-30 15:44:28 INFO     [Step 20] Avg. Loss = 1.959861, Learning Rate = 0.00179317 (5.76 samples/sec; ETA 6.9 hrs)
2019-12-30 16:43:12 INFO     [Step 7560] Avg. Loss = 0.226011, Learning Rate = 0.00500000 (8.60 samples/sec; ETA 3.7 hrs)
2019-12-30 16:43:21 INFO     [Step 7580] Avg. Loss = 0.228874, Learning Rate = 0.00500000 (8.68 samples/sec; ETA 3.6 hrs)
2019-12-30 16:43:31 INFO     [Step 7600] Avg. Loss = 0.240224, Learning Rate = 0.00500000 (8.60 samples/sec; ETA 3.7 hrs)
2019-12-30 16:43:40 INFO     [Step 7620] Avg. Loss = 0.244460, Learning Rate = 0.00500000 (8.55 samples/sec; ETA 3.7 hrs)
2019-12-30 16:43:49 INFO     [Step 7640] Avg. Loss = 0.245663, Learning Rate = 0.00500000 (8.82 samples/sec; ETA 3.6 hrs)
2019-12-30 16:43:58 INFO     [Step 7660] Avg. Loss = 0.249915, Learning Rate = 0.00500000 (8.83 samples/sec; ETA 3.6 hrs)
2019-12-30 16:44:07 INFO     [Step 7680] Avg. Loss = 0.247685, Learning Rate = 0.00500000 (8.85 samples/sec; ETA 3.6 hrs)
2019-12-30 16:44:16 INFO     [Step 7700] Avg. Loss = 0.232521, Learning Rate = 0.00500000 (8.94 samples/sec; ETA 3.5 hrs)
2019-12-30 16:44:25 INFO     [Step 7720] Avg. Loss = 0.227120, Learning Rate = 0.00500000 (8.91 samples/sec; ETA 3.5 hrs)
2019-12-30 16:44:34 INFO     [Step 7740] Avg. Loss = 0.233403, Learning Rate = 0.00500000 (8.87 samples/sec; ETA 3.5 hrs)
2019-12-30 16:44:43 INFO     [Step 7760] Avg. Loss = 0.226635, Learning Rate = 0.00500000 (8.78 samples/sec; ETA 3.6 hrs)
2019-12-30 16:44:52 INFO     [Step 7780] Avg. Loss = 0.226498, Learning Rate = 0.00500000 (8.92 samples/sec; ETA 3.5 hrs)
2019-12-30 16:45:01 INFO     [Step 7800] Avg. Loss = 0.240176, Learning Rate = 0.00500000 (8.86 samples/sec; ETA 3.5 hrs)
2019-12-30 16:45:10 INFO     [Step 7820] Avg. Loss = 0.226506, Learning Rate = 0.00500000 (8.88 samples/sec; ETA 3.5 hrs)
2019-12-30 16:45:19 INFO     [Step 7840] Avg. Loss = 0.220493, Learning Rate = 0.00500000 (8.98 samples/sec; ETA 3.5 hrs)
2019-12-30 16:45:28 INFO     [Step 7860] Avg. Loss = 0.223081, Learning Rate = 0.00500000 (8.86 samples/sec; ETA 3.5 hrs)
2019-12-30 16:45:37 INFO     [Step 7880] Avg. Loss = 0.225305, Learning Rate = 0.00500000 (8.95 samples/sec; ETA 3.5 hrs)
2019-12-30 16:45:46 INFO     [Step 7900] Avg. Loss = 0.224220, Learning Rate = 0.00500000 (8.83 samples/sec; ETA 3.5 hrs)
2019-12-30 16:45:55 INFO     [Step 7920] Avg. Loss = 0.240862, Learning Rate = 0.00500000 (8.88 samples/sec; ETA 3.5 hrs)
2019-12-30 16:46:04 INFO     [Step 7940] Avg. Loss = 0.240470, Learning Rate = 0.00500000 (8.84 samples/sec; ETA 3.5 hrs)
2019-12-30 16:46:13 INFO     [Step 7960] Avg. Loss = 0.235210, Learning Rate = 0.00500000 (8.95 samples/sec; ETA 3.5 hrs)
2019-12-30 16:46:22 INFO     [Step 7980] Avg. Loss = 0.244944, Learning Rate = 0.00500000 (8.84 samples/sec; ETA 3.5 hrs)
2019-12-30 16:46:31 INFO     [Step 8000] Avg. Loss = 0.234299, Learning Rate = 0.00500000 (8.94 samples/sec; ETA 3.5 hrs)
2019-12-30 16:46:32 INFO     Model has been saved to ./outputs/checkpoints-20191230154406-coco2017-resnet50-777443f5/model-8000.pth
2019-12-30 16:46:40 INFO     [Step 8020] Avg. Loss = 0.233596, Learning Rate = 0.00500000 (8.64 samples/sec; ETA 3.6 hrs)
2019-12-30 16:46:49 INFO     [Step 8040] Avg. Loss = 0.228196, Learning Rate = 0.00500000 (9.04 samples/sec; ETA 3.4 hrs)
2019-12-30 16:46:58 INFO     [Step 8060] Avg. Loss = 0.235492, Learning Rate = 0.00500000 (8.97 samples/sec; ETA 3.5 hrs)
2019-12-30 16:47:07 INFO     [Step 8080] Avg. Loss = 0.225809, Learning Rate = 0.00500000 (8.98 samples/sec; ETA 3.5 hrs)
2019-12-30 16:47:16 INFO     [Step 8100] Avg. Loss = 0.234632, Learning Rate = 0.00500000 (8.94 samples/sec; ETA 3.5 hrs)
2019-12-30 16:47:25 INFO     [Step 8120] Avg. Loss = 0.227588, Learning Rate = 0.00500000 (8.92 samples/sec; ETA 3.5 hrs)
2019-12-30 16:47:34 INFO     [Step 8140] Avg. Loss = 0.226573, Learning Rate = 0.00500000 (8.89 samples/sec; ETA 3.5 hrs)
2019-12-30 16:47:43 INFO     [Step 8160] Avg. Loss = 0.228125, Learning Rate = 0.00500000 (8.85 samples/sec; ETA 3.5 hrs)
2019-12-30 16:47:52 INFO     [Step 8180] Avg. Loss = 0.223242, Learning Rate = 0.00500000 (8.86 samples/sec; ETA 3.5 hrs)
2019-12-30 16:48:01 INFO     [Step 8200] Avg. Loss = 0.222404, Learning Rate = 0.00500000 (8.83 samples/sec; ETA 3.5 hrs)
2019-12-30 16:48:10 INFO     [Step 8220] Avg. Loss = 0.219460, Learning Rate = 0.00500000 (8.86 samples/sec; ETA 3.5 hrs)
2019-12-30 16:48:19 INFO     [Step 8240] Avg. Loss = 0.220355, Learning Rate = 0.00500000 (8.94 samples/sec; ETA 3.4 hrs)
2019-12-30 16:48:28 INFO     [Step 8260] Avg. Loss = 0.214955, Learning Rate = 0.00500000 (9.01 samples/sec; ETA 3.4 hrs)
2019-12-30 16:48:37 INFO     [Step 8280] Avg. Loss = 0.217889, Learning Rate = 0.00500000 (8.94 samples/sec; ETA 3.4 hrs)
2019-12-30 16:48:46 INFO     [Step 8300] Avg. Loss = 0.211883, Learning Rate = 0.00500000 (8.98 samples/sec; ETA 3.4 hrs)
2019-12-30 16:48:55 INFO     [Step 8320] Avg. Loss = 0.209460, Learning Rate = 0.00500000 (9.06 samples/sec; ETA 3.4 hrs)
2019-12-30 16:49:04 INFO     [Step 8340] Avg. Loss = 0.217529, Learning Rate = 0.00500000 (8.98 samples/sec; ETA 3.4 hrs)
2019-12-30 16:49:13 INFO     [Step 8360] Avg. Loss = 0.213367, Learning Rate = 0.00500000 (8.98 samples/sec; ETA 3.4 hrs)
2019-12-30 16:49:21 INFO     [Step 8380] Avg. Loss = 0.210018, Learning Rate = 0.00500000 (9.00 samples/sec; ETA 3.4 hrs)
2019-12-30 16:49:30 INFO     [Step 8400] Avg. Loss = 0.208982, Learning Rate = 0.00500000 (8.98 samples/sec; ETA 3.4 hrs)
2019-12-30 16:49:39 INFO     [Step 8420] Avg. Loss = 0.224454, Learning Rate = 0.00500000 (8.91 samples/sec; ETA 3.4 hrs)
2019-12-30 16:49:48 INFO     [Step 8440] Avg. Loss = 0.218017, Learning Rate = 0.00500000 (8.93 samples/sec; ETA 3.4 hrs)
2019-12-30 16:49:57 INFO     [Step 8460] Avg. Loss = 0.218656, Learning Rate = 0.00500000 (8.94 samples/sec; ETA 3.4 hrs)
2019-12-30 16:50:06 INFO     [Step 8480] Avg. Loss = 0.215804, Learning Rate = 0.00500000 (8.88 samples/sec; ETA 3.4 hrs)
2019-12-30 16:50:15 INFO     [Step 8500] Avg. Loss = 0.217771, Learning Rate = 0.00500000 (8.87 samples/sec; ETA 3.4 hrs)
2019-12-30 16:50:24 INFO     [Step 8520] Avg. Loss = 0.211155, Learning Rate = 0.00500000 (9.00 samples/sec; ETA 3.4 hrs)
2019-12-30 16:50:33 INFO     [Step 8540] Avg. Loss = 0.213701, Learning Rate = 0.00500000 (8.98 samples/sec; ETA 3.4 hrs)
2019-12-30 16:50:42 INFO     [Step 8560] Avg. Loss = 0.217917, Learning Rate = 0.00500000 (8.86 samples/sec; ETA 3.4 hrs)
2019-12-30 16:50:51 INFO     [Step 8580] Avg. Loss = 0.232838, Learning Rate = 0.00500000 (8.95 samples/sec; ETA 3.4 hrs)
2019-12-30 16:51:00 INFO     [Step 8600] Avg. Loss = 0.243827, Learning Rate = 0.00500000 (8.97 samples/sec; ETA 3.4 hrs)
2019-12-30 16:51:09 INFO     [Step 8620] Avg. Loss = 0.244893, Learning Rate = 0.00500000 (8.90 samples/sec; ETA 3.4 hrs)
2019-12-30 16:51:18 INFO     [Step 8640] Avg. Loss = 0.247807, Learning Rate = 0.00500000 (8.93 samples/sec; ETA 3.4 hrs)
2019-12-30 16:51:27 INFO     [Step 8660] Avg. Loss = 0.249039, Learning Rate = 0.00500000 (8.83 samples/sec; ETA 3.4 hrs)
2019-12-30 16:51:36 INFO     [Step 8680] Avg. Loss = 0.244582, Learning Rate = 0.00500000 (8.86 samples/sec; ETA 3.4 hrs)
2019-12-30 16:51:45 INFO     [Step 8700] Avg. Loss = 0.237129, Learning Rate = 0.00500000 (8.96 samples/sec; ETA 3.4 hrs)
2019-12-30 16:51:54 INFO     [Step 8720] Avg. Loss = 0.241023, Learning Rate = 0.00500000 (8.80 samples/sec; ETA 3.4 hrs)
2019-12-30 16:52:03 INFO     [Step 8740] Avg. Loss = 0.245879, Learning Rate = 0.00500000 (9.01 samples/sec; ETA 3.4 hrs)
2019-12-30 16:52:12 INFO     [Step 8760] Avg. Loss = 0.244551, Learning Rate = 0.00500000 (8.91 samples/sec; ETA 3.4 hrs)
2019-12-30 16:52:21 INFO     [Step 8780] Avg. Loss = 0.250047, Learning Rate = 0.00500000 (8.97 samples/sec; ETA 3.4 hrs)
2019-12-30 16:52:30 INFO     [Step 8800] Avg. Loss = 0.253220, Learning Rate = 0.00500000 (8.96 samples/sec; ETA 3.4 hrs)
2019-12-30 16:52:39 INFO     [Step 8820] Avg. Loss = 0.248363, Learning Rate = 0.00500000 (8.90 samples/sec; ETA 3.4 hrs)
2019-12-30 16:52:48 INFO     [Step 8840] Avg. Loss = 0.242064, Learning Rate = 0.00500000 (9.01 samples/sec; ETA 3.3 hrs)
2019-12-30 16:52:57 INFO     [Step 8860] Avg. Loss = 0.236127, Learning Rate = 0.00500000 (8.94 samples/sec; ETA 3.4 hrs)
2019-12-30 16:53:05 INFO     [Step 8880] Avg. Loss = 0.224247, Learning Rate = 0.00500000 (9.03 samples/sec; ETA 3.3 hrs)
2019-12-30 16:53:14 INFO     [Step 8900] Avg. Loss = 0.218199, Learning Rate = 0.00500000 (8.97 samples/sec; ETA 3.4 hrs)
2019-12-30 16:53:23 INFO     [Step 8920] Avg. Loss = 0.217261, Learning Rate = 0.00500000 (9.02 samples/sec; ETA 3.3 hrs)
2019-12-30 16:53:32 INFO     [Step 8940] Avg. Loss = 0.223764, Learning Rate = 0.00500000 (8.98 samples/sec; ETA 3.3 hrs)
2019-12-30 16:53:41 INFO     [Step 8960] Avg. Loss = 0.230402, Learning Rate = 0.00500000 (8.94 samples/sec; ETA 3.4 hrs)
2019-12-30 16:53:50 INFO     [Step 8980] Avg. Loss = 0.240734, Learning Rate = 0.00500000 (9.02 samples/sec; ETA 3.3 hrs)
2019-12-30 16:53:59 INFO     [Step 9000] Avg. Loss = 0.247213, Learning Rate = 0.00500000 (9.01 samples/sec; ETA 3.3 hrs)
2019-12-30 16:54:08 INFO     [Step 9020] Avg. Loss = 0.247812, Learning Rate = 0.00500000 (8.94 samples/sec; ETA 3.4 hrs)
2019-12-30 16:54:17 INFO     [Step 9040] Avg. Loss = 0.243426, Learning Rate = 0.00500000 (8.99 samples/sec; ETA 3.3 hrs)
2019-12-30 16:54:26 INFO     [Step 9060] Avg. Loss = 0.240263, Learning Rate = 0.00500000 (8.99 samples/sec; ETA 3.3 hrs)
2019-12-30 16:54:34 INFO     [Step 9080] Avg. Loss = 0.229196, Learning Rate = 0.00500000 (9.02 samples/sec; ETA 3.3 hrs)
2019-12-30 16:54:43 INFO     [Step 9100] Avg. Loss = 0.228507, Learning Rate = 0.00500000 (8.91 samples/sec; ETA 3.4 hrs)
2019-12-30 16:54:52 INFO     [Step 9120] Avg. Loss = 0.224060, Learning Rate = 0.00500000 (8.96 samples/sec; ETA 3.3 hrs)
2019-12-30 16:55:01 INFO     [Step 9140] Avg. Loss = 0.224191, Learning Rate = 0.00500000 (8.98 samples/sec; ETA 3.3 hrs)
2019-12-30 16:55:10 INFO     [Step 9160] Avg. Loss = 0.231770, Learning Rate = 0.00500000 (8.95 samples/sec; ETA 3.3 hrs)
2019-12-30 16:55:19 INFO     [Step 9180] Avg. Loss = 0.234006, Learning Rate = 0.00500000 (9.07 samples/sec; ETA 3.3 hrs)
2019-12-30 16:55:28 INFO     [Step 9200] Avg. Loss = 0.233365, Learning Rate = 0.00500000 (9.00 samples/sec; ETA 3.3 hrs)
2019-12-30 16:55:37 INFO     [Step 9220] Avg. Loss = 0.249046, Learning Rate = 0.00500000 (8.93 samples/sec; ETA 3.3 hrs)
2019-12-30 16:55:46 INFO     [Step 9240] Avg. Loss = 0.244929, Learning Rate = 0.00500000 (9.04 samples/sec; ETA 3.3 hrs)
2019-12-30 16:55:54 INFO     [Step 9260] Avg. Loss = 0.242299, Learning Rate = 0.00500000 (9.05 samples/sec; ETA 3.3 hrs)
2019-12-30 16:56:03 INFO     [Step 9280] Avg. Loss = 0.243538, Learning Rate = 0.00500000 (8.95 samples/sec; ETA 3.3 hrs)
2019-12-30 16:56:12 INFO     [Step 9300] Avg. Loss = 0.248678, Learning Rate = 0.00500000 (9.00 samples/sec; ETA 3.3 hrs)
2019-12-30 16:56:21 INFO     [Step 9320] Avg. Loss = 0.238239, Learning Rate = 0.00500000 (8.92 samples/sec; ETA 3.3 hrs)
2019-12-30 16:56:30 INFO     [Step 9340] Avg. Loss = 0.233519, Learning Rate = 0.00500000 (8.98 samples/sec; ETA 3.3 hrs)
2019-12-30 16:56:39 INFO     [Step 9360] Avg. Loss = 0.228601, Learning Rate = 0.00500000 (9.04 samples/sec; ETA 3.3 hrs)
2019-12-30 16:56:48 INFO     [Step 9380] Avg. Loss = 0.227893, Learning Rate = 0.00500000 (9.01 samples/sec; ETA 3.3 hrs)
2019-12-30 16:56:57 INFO     [Step 9400] Avg. Loss = 0.213927, Learning Rate = 0.00500000 (8.89 samples/sec; ETA 3.3 hrs)
2019-12-30 16:57:06 INFO     [Step 9420] Avg. Loss = 0.217756, Learning Rate = 0.00500000 (9.18 samples/sec; ETA 3.2 hrs)
2019-12-30 16:57:15 INFO     [Step 9440] Avg. Loss = 0.230091, Learning Rate = 0.00500000 (9.00 samples/sec; ETA 3.3 hrs)
2019-12-30 16:57:23 INFO     [Step 9460] Avg. Loss = 0.233529, Learning Rate = 0.00500000 (8.98 samples/sec; ETA 3.3 hrs)
2019-12-30 16:57:32 INFO     [Step 9480] Avg. Loss = 0.231154, Learning Rate = 0.00500000 (9.05 samples/sec; ETA 3.3 hrs)
2019-12-30 16:57:41 INFO     [Step 9500] Avg. Loss = 0.237013, Learning Rate = 0.00500000 (9.08 samples/sec; ETA 3.2 hrs)
2019-12-30 16:57:50 INFO     [Step 9520] Avg. Loss = 0.228201, Learning Rate = 0.00500000 (8.97 samples/sec; ETA 3.3 hrs)
2019-12-30 16:57:59 INFO     [Step 9540] Avg. Loss = 0.220215, Learning Rate = 0.00500000 (9.01 samples/sec; ETA 3.3 hrs)
2019-12-30 16:58:08 INFO     [Step 9560] Avg. Loss = 0.217665, Learning Rate = 0.00500000 (8.98 samples/sec; ETA 3.3 hrs)
2019-12-30 16:58:17 INFO     [Step 9580] Avg. Loss = 0.221619, Learning Rate = 0.00500000 (9.04 samples/sec; ETA 3.2 hrs)
2019-12-30 16:58:25 INFO     [Step 9600] Avg. Loss = 0.226866, Learning Rate = 0.00500000 (9.08 samples/sec; ETA 3.2 hrs)
2019-12-30 16:58:34 INFO     [Step 9620] Avg. Loss = 0.226125, Learning Rate = 0.00500000 (9.03 samples/sec; ETA 3.2 hrs)
2019-12-30 16:58:43 INFO     [Step 9640] Avg. Loss = 0.224922, Learning Rate = 0.00500000 (9.04 samples/sec; ETA 3.2 hrs)
2019-12-30 16:58:52 INFO     [Step 9660] Avg. Loss = 0.229750, Learning Rate = 0.00500000 (9.04 samples/sec; ETA 3.2 hrs)
2019-12-30 16:59:01 INFO     [Step 9680] Avg. Loss = 0.227496, Learning Rate = 0.00500000 (9.17 samples/sec; ETA 3.2 hrs)
2019-12-30 16:59:10 INFO     [Step 9700] Avg. Loss = 0.217050, Learning Rate = 0.00500000 (9.09 samples/sec; ETA 3.2 hrs)
2019-12-30 16:59:18 INFO     [Step 9720] Avg. Loss = 0.221287, Learning Rate = 0.00500000 (9.05 samples/sec; ETA 3.2 hrs)
2019-12-30 16:59:27 INFO     [Step 9740] Avg. Loss = 0.224580, Learning Rate = 0.00500000 (9.05 samples/sec; ETA 3.2 hrs)
2019-12-30 16:59:36 INFO     [Step 9760] Avg. Loss = 0.222207, Learning Rate = 0.00500000 (9.09 samples/sec; ETA 3.2 hrs)
2019-12-30 16:59:45 INFO     [Step 9780] Avg. Loss = 0.222252, Learning Rate = 0.00500000 (9.02 samples/sec; ETA 3.2 hrs)
2019-12-30 16:59:54 INFO     [Step 9800] Avg. Loss = 0.234270, Learning Rate = 0.00500000 (9.00 samples/sec; ETA 3.2 hrs)
2019-12-30 17:00:03 INFO     [Step 9820] Avg. Loss = 0.229471, Learning Rate = 0.00500000 (8.96 samples/sec; ETA 3.2 hrs)
2019-12-30 17:00:12 INFO     [Step 9840] Avg. Loss = 0.221847, Learning Rate = 0.00500000 (9.11 samples/sec; ETA 3.2 hrs)
2019-12-30 17:00:20 INFO     [Step 9860] Avg. Loss = 0.222892, Learning Rate = 0.00500000 (9.01 samples/sec; ETA 3.2 hrs)
2019-12-30 17:00:29 INFO     [Step 9880] Avg. Loss = 0.229457, Learning Rate = 0.00500000 (9.02 samples/sec; ETA 3.2 hrs)
2019-12-30 17:00:38 INFO     [Step 9900] Avg. Loss = 0.219724, Learning Rate = 0.00500000 (9.07 samples/sec; ETA 3.2 hrs)
2019-12-30 17:00:47 INFO     [Step 9920] Avg. Loss = 0.219977, Learning Rate = 0.00500000 (8.88 samples/sec; ETA 3.3 hrs)
2019-12-30 17:00:56 INFO     [Step 9940] Avg. Loss = 0.230081, Learning Rate = 0.00500000 (8.98 samples/sec; ETA 3.2 hrs)
2019-12-30 17:01:05 INFO     [Step 9960] Avg. Loss = 0.223522, Learning Rate = 0.00500000 (9.14 samples/sec; ETA 3.2 hrs)
2019-12-30 17:01:14 INFO     [Step 9980] Avg. Loss = 0.223759, Learning Rate = 0.00500000 (9.06 samples/sec; ETA 3.2 hrs)
2019-12-30 17:01:23 INFO     [Step 10000] Avg. Loss = 0.225903, Learning Rate = 0.00500000 (8.86 samples/sec; ETA 3.3 hrs)
2019-12-30 17:01:31 INFO     [Step 10020] Avg. Loss = 0.231058, Learning Rate = 0.00500000 (9.01 samples/sec; ETA 3.2 hrs)
2019-12-30 17:01:40 INFO     [Step 10040] Avg. Loss = 0.229943, Learning Rate = 0.00500000 (8.93 samples/sec; ETA 3.2 hrs)
2019-12-30 17:01:49 INFO     [Step 10060] Avg. Loss = 0.233272, Learning Rate = 0.00500000 (9.04 samples/sec; ETA 3.2 hrs)
2019-12-30 17:01:58 INFO     [Step 10080] Avg. Loss = 0.224076, Learning Rate = 0.00500000 (8.96 samples/sec; ETA 3.2 hrs)
2019-12-30 17:02:07 INFO     [Step 10100] Avg. Loss = 0.221499, Learning Rate = 0.00500000 (8.99 samples/sec; ETA 3.2 hrs)
2019-12-30 17:02:16 INFO     [Step 10120] Avg. Loss = 0.218533, Learning Rate = 0.00500000 (9.05 samples/sec; ETA 3.2 hrs)
2019-12-30 17:02:25 INFO     [Step 10140] Avg. Loss = 0.211977, Learning Rate = 0.00500000 (8.99 samples/sec; ETA 3.2 hrs)
2019-12-30 17:02:34 INFO     [Step 10160] Avg. Loss = 0.206718, Learning Rate = 0.00500000 (9.05 samples/sec; ETA 3.2 hrs)
2019-12-30 17:02:43 INFO     [Step 10180] Avg. Loss = 0.208009, Learning Rate = 0.00500000 (9.02 samples/sec; ETA 3.2 hrs)
2019-12-30 17:02:51 INFO     [Step 10200] Avg. Loss = 0.207572, Learning Rate = 0.00500000 (9.10 samples/sec; ETA 3.2 hrs)
2019-12-30 17:03:00 INFO     [Step 10220] Avg. Loss = 0.210293, Learning Rate = 0.00500000 (9.08 samples/sec; ETA 3.2 hrs)
2019-12-30 17:03:09 INFO     [Step 10240] Avg. Loss = 0.209431, Learning Rate = 0.00500000 (9.05 samples/sec; ETA 3.2 hrs)
2019-12-30 17:03:18 INFO     [Step 10260] Avg. Loss = 0.211604, Learning Rate = 0.00500000 (9.13 samples/sec; ETA 3.1 hrs)
2019-12-30 17:03:27 INFO     [Step 10280] Avg. Loss = 0.212371, Learning Rate = 0.00500000 (8.99 samples/sec; ETA 3.2 hrs)
2019-12-30 17:03:36 INFO     [Step 10300] Avg. Loss = 0.213158, Learning Rate = 0.00500000 (9.03 samples/sec; ETA 3.2 hrs)
2019-12-30 17:03:44 INFO     [Step 10320] Avg. Loss = 0.222812, Learning Rate = 0.00500000 (9.00 samples/sec; ETA 3.2 hrs)
2019-12-30 17:03:53 INFO     [Step 10340] Avg. Loss = 0.226340, Learning Rate = 0.00500000 (9.03 samples/sec; ETA 3.2 hrs)
2019-12-30 17:04:02 INFO     [Step 10360] Avg. Loss = 0.225107, Learning Rate = 0.00500000 (9.00 samples/sec; ETA 3.2 hrs)
2019-12-30 17:04:11 INFO     [Step 10380] Avg. Loss = 0.222476, Learning Rate = 0.00500000 (8.95 samples/sec; ETA 3.2 hrs)
2019-12-30 17:04:20 INFO     [Step 10400] Avg. Loss = 0.222333, Learning Rate = 0.00500000 (9.03 samples/sec; ETA 3.1 hrs)
2019-12-30 17:04:29 INFO     [Step 10420] Avg. Loss = 0.215479, Learning Rate = 0.00500000 (9.08 samples/sec; ETA 3.1 hrs)
2019-12-30 17:04:38 INFO     [Step 10440] Avg. Loss = 0.219679, Learning Rate = 0.00500000 (8.99 samples/sec; ETA 3.2 hrs)
2019-12-30 17:04:46 INFO     [Step 10460] Avg. Loss = 0.222524, Learning Rate = 0.00500000 (9.12 samples/sec; ETA 3.1 hrs)
2019-12-30 17:04:55 INFO     [Step 10480] Avg. Loss = 0.221349, Learning Rate = 0.00500000 (8.98 samples/sec; ETA 3.2 hrs)
2019-12-30 17:05:04 INFO     [Step 10500] Avg. Loss = 0.216335, Learning Rate = 0.00500000 (8.91 samples/sec; ETA 3.2 hrs)
2019-12-30 17:05:13 INFO     [Step 10520] Avg. Loss = 0.210292, Learning Rate = 0.00500000 (9.02 samples/sec; ETA 3.1 hrs)
2019-12-30 17:05:22 INFO     [Step 10540] Avg. Loss = 0.202855, Learning Rate = 0.00500000 (9.02 samples/sec; ETA 3.1 hrs)
2019-12-30 17:05:31 INFO     [Step 10560] Avg. Loss = 0.201332, Learning Rate = 0.00500000 (8.94 samples/sec; ETA 3.2 hrs)
2019-12-30 17:05:40 INFO     [Step 10580] Avg. Loss = 0.208118, Learning Rate = 0.00500000 (8.98 samples/sec; ETA 3.1 hrs)
2019-12-30 17:05:49 INFO     [Step 10600] Avg. Loss = 0.215852, Learning Rate = 0.00500000 (9.02 samples/sec; ETA 3.1 hrs)
2019-12-30 17:05:58 INFO     [Step 10620] Avg. Loss = 0.214149, Learning Rate = 0.00500000 (8.98 samples/sec; ETA 3.1 hrs)
2019-12-30 17:06:07 INFO     [Step 10640] Avg. Loss = 0.213118, Learning Rate = 0.00500000 (8.98 samples/sec; ETA 3.1 hrs)
2019-12-30 17:06:15 INFO     [Step 10660] Avg. Loss = 0.220731, Learning Rate = 0.00500000 (9.04 samples/sec; ETA 3.1 hrs)
2019-12-30 17:06:24 INFO     [Step 10680] Avg. Loss = 0.219702, Learning Rate = 0.00500000 (8.94 samples/sec; ETA 3.1 hrs)
2019-12-30 17:06:33 INFO     [Step 10700] Avg. Loss = 0.223855, Learning Rate = 0.00500000 (8.95 samples/sec; ETA 3.1 hrs)
2019-12-30 17:06:42 INFO     [Step 10720] Avg. Loss = 0.229107, Learning Rate = 0.00500000 (8.92 samples/sec; ETA 3.1 hrs)
2019-12-30 17:06:51 INFO     [Step 10740] Avg. Loss = 0.234282, Learning Rate = 0.00500000 (8.95 samples/sec; ETA 3.1 hrs)
2019-12-30 17:07:00 INFO     [Step 10760] Avg. Loss = 0.224475, Learning Rate = 0.00500000 (8.96 samples/sec; ETA 3.1 hrs)
2019-12-30 17:07:09 INFO     [Step 10780] Avg. Loss = 0.226056, Learning Rate = 0.00500000 (8.88 samples/sec; ETA 3.2 hrs)
2019-12-30 17:07:18 INFO     [Step 10800] Avg. Loss = 0.220177, Learning Rate = 0.00500000 (8.99 samples/sec; ETA 3.1 hrs)
2019-12-30 17:07:27 INFO     [Step 10820] Avg. Loss = 0.218440, Learning Rate = 0.00500000 (9.09 samples/sec; ETA 3.1 hrs)
